value,learning_rate,dropout_rate,activation,channels
-0.53103447,1e-05,0.0,0.0,0.0
-0.53103447,4.315202424267864e-05,0.0,0.0,0.0
-0.53103447,6.388961292348475e-05,0.04720173848853115,0.04720173848853115,0.04720173848853115
-0.53103447,0.0001540877645803547,0.35419707255064065,0.35419707255064065,0.35419707255064065
